id,ndvi,fecha
60,0.1061852,2020-11-29T00:00:00Z
61,0.0209205,2020-09-10T00:00:00Z
61,-0.0015568,2020-09-20T00:00:00Z
61,0.0600897,2020-10-10T00:00:00Z
61,0.0584829,2020-10-15T00:00:00Z
61,0.09626,2020-10-20T00:00:00Z
61,0.0533643,2020-10-30T00:00:00Z
61,0.1092976,2020-11-09T00:00:00Z
61,0.1744886,2020-11-24T00:00:00Z
61,0.1218638,2020-11-29T00:00:00Z
62,0.0803604,2020-09-10T00:00:00Z
62,0.0992573,2020-09-20T00:00:00Z
62,0.0748103,2020-10-10T00:00:00Z
62,0.2118542,2020-10-15T00:00:00Z
62,0.1315583,2020-10-20T00:00:00Z
62,0.0952381,2020-10-30T00:00:00Z
62,0.1309394,2020-11-09T00:00:00Z
62,0.179093,2020-11-24T00:00:00Z
62,0.1498406,2020-11-29T00:00:00Z
63,0.1184211,2020-09-10T00:00:00Z
63,0.1697248,2020-09-20T00:00:00Z
63,0.0590975,2020-10-10T00:00:00Z
63,-0.0487747,2020-10-15T00:00:00Z
63,0.0082324,2020-10-20T00:00:00Z
63,-0.0337698,2020-10-30T00:00:00Z
63,-0.0577996,2020-11-09T00:00:00Z
63,-0.0364935,2020-11-24T00:00:00Z
63,-0.1070866,2020-11-29T00:00:00Z
64,0.263124,2020-09-10T00:00:00Z
64,0.261099,2020-09-20T00:00:00Z
64,0.1887955,2020-10-10T00:00:00Z
64,0.1462264,2020-10-15T00:00:00Z
64,0.2050394,2020-10-20T00:00:00Z
64,0.1887862,2020-10-30T00:00:00Z
64,0.1925117,2020-11-09T00:00:00Z
64,0.1775823,2020-11-24T00:00:00Z
64,0.1852293,2020-11-29T00:00:00Z
65,-0.0269403,2020-09-10T00:00:00Z
65,-0.0218468,2020-09-20T00:00:00Z
65,0.0771294,2020-10-10T00:00:00Z
65,0.0921533,2020-10-15T00:00:00Z
65,0.0659794,2020-10-20T00:00:00Z
65,0.1032258,2020-10-30T00:00:00Z
65,0.0601023,2020-11-09T00:00:00Z
65,0.089153,2020-11-24T00:00:00Z
65,0.0594668,2020-11-29T00:00:00Z
66,0.3648069,2020-09-10T00:00:00Z
66,0.3647687,2020-09-20T00:00:00Z
66,0.2247043,2020-10-10T00:00:00Z
66,0.1910352,2020-10-15T00:00:00Z
66,0.165692,2020-10-20T00:00:00Z
66,0.12,2020-10-30T00:00:00Z
66,0.1282051,2020-11-09T00:00:00Z
66,0.1205674,2020-11-24T00:00:00Z
66,0.104619,2020-11-29T00:00:00Z
67,0.2152104,2020-09-10T00:00:00Z
67,0.2151261,2020-09-20T00:00:00Z
67,0.3552743,2020-10-10T00:00:00Z
67,0.184595,2020-10-15T00:00:00Z
67,0.3026706,2020-10-20T00:00:00Z
67,0.2719892,2020-10-30T00:00:00Z
67,0.3113141,2020-11-09T00:00:00Z
67,0.1766941,2020-11-24T00:00:00Z
67,0.2811189,2020-11-29T00:00:00Z
68,0.3210332,2020-09-10T00:00:00Z
68,0.3255814,2020-09-20T00:00:00Z
68,0.2734452,2020-10-10T00:00:00Z
68,0.2677596,2020-10-15T00:00:00Z
68,0.3135187,2020-10-20T00:00:00Z
